ListingId;MarketplaceName;InvalidField
2458b39e-e3d0-4a35-8613-c3401a5b0ad8;AMAZON;owner_email_address
64551b50-f4a7-45a1-9964-bf3aeb227d3f;EBAY;listing_price
7b9af67a-0d33-4400-a2dd-fa8433115290;AMAZON;listing_status
4256c395-bae4-46a6-bed4-1e6073882158;EBAY;owner_email_address
eb7f8d76-14a4-4e35-b40d-4971d507bed9;EBAY;listing_status
b142213c-2579-4004-b036-03b135273fe5;AMAZON;listing_status
443167d8-a074-47a6-b30a-ba24cfbf94ca;EBAY;listing_price
d76940e8-3e68-4e33-8bb6-05215bfa4597;EBAY;listing_status
4a181f31-075b-4464-8046-deab06e44531;EBAY;listing_status
8b2c6334-9cd1-467a-861b-4c8e4965dfe6;EBAY;listing_status
b50e7d57-8818-47a5-8f41-8923b272e7f7;AMAZON;listing_status
97ba597a-1e13-4be1-bc91-e0455f49e30a;AMAZON;listing_status
df51dfd0-91d6-4791-87d8-47a42c8abb6e;EBAY;owner_email_address
02056fef-2eb2-42c9-a971-67bfbe909465;EBAY;listing_status
02056fef-2eb2-42c9-a971-67bfbe909465;EBAY;owner_email_address
5ac5e798-d670-48d0-a07c-11004aa4674c;AMAZON;listing_status
2f3e0b2a-5d4e-431d-901f-ccd8d8d61152;AMAZON;listing_status
c467d7f1-addb-4312-a1bc-1b96e69931a7;AMAZON;listing_status
9d5825dc-b628-4e74-a0c5-ee6d4254b3f3;EBAY;owner_email_address
2f7bccf0-4d40-4503-8c69-14051969fb0c;EBAY;owner_email_address
6f4f97fc-5d97-47c1-8b73-73215ee9e27e;EBAY;owner_email_address
b0d0f6b9-ba45-497d-bb9c-619a85394581;AMAZON;owner_email_address
c2be4b6e-5a33-4c3b-b347-6845dc9a759a;AMAZON;owner_email_address
3696d372-0bee-4d0a-b7fa-f91ee13fea5a;EBAY;listing_status
acf0dcb2-c5b3-4b20-96ba-a5f51749d501;AMAZON;listing_status
6e53653a-def3-4d4c-9500-7e297a12a65d;EBAY;owner_email_address
b8747c58-c0a8-4164-b2f2-e53cacb78cd0;AMAZON;listing_status
b8747c58-c0a8-4164-b2f2-e53cacb78cd0;AMAZON;owner_email_address
436fcb45-4d7a-4dfc-bf16-2d1645733043;EBAY;listing_status
436fcb45-4d7a-4dfc-bf16-2d1645733043;EBAY;owner_email_address
5f7e77bb-35b4-4535-a3f2-98097adb6146;AMAZON;listing_status
5f7e77bb-35b4-4535-a3f2-98097adb6146;AMAZON;owner_email_address
9f47dada-5508-4967-8cbe-f69ab20009ce;AMAZON;owner_email_address
9cb5b04e-c0f8-4344-91ff-5c705c9c3cbf;AMAZON;listing_status
4dcd37d9-7db8-48ec-ba20-a22dbb503c01;AMAZON;listing_price
e28fe6ae-336f-47e6-b726-7f7e7dd49ca6;AMAZON;listing_status
c0be31e3-ae59-4b61-9d20-8ec5b8e9e377;EBAY;listing_price
fcf5a863-1ee3-435c-81e7-6ed6a4c44eee;EBAY;listing_status
31f9ad50-8877-40f8-83c5-b2121fdafa26;EBAY;listing_price
31f9ad50-8877-40f8-83c5-b2121fdafa26;EBAY;owner_email_address
b87c83d5-4b05-4d18-bfa1-0c682d268d54;AMAZON;owner_email_address
48212771-941c-48cb-b44d-8a78a38043f4;AMAZON;listing_status
f2519065-6df0-4bb3-9162-5b927a9c1698;EBAY;owner_email_address
8029863b-8ef0-4620-8b42-cadca01b20f1;AMAZON;listing_status
95950973-1170-4151-a712-a44ad4b27af9;AMAZON;owner_email_address
ad3b4730-e73a-4a03-ae98-83dcd153673b;AMAZON;owner_email_address
843fbc73-77e2-42da-94aa-862847033577;AMAZON;owner_email_address
6d4cbe04-c6e2-4570-ba68-25135a20c5ca;EBAY;listing_status
25c7eb4d-0e71-46c5-b19a-4719923b0186;AMAZON;owner_email_address
11b0adba-20f1-4237-b1fa-ea21b0483243;AMAZON;owner_email_address
ac2f84dc-217f-4a3b-8d3f-cfd0421e2129;AMAZON;owner_email_address
77046965-075c-4672-870d-eea7ee7d6d06;EBAY;owner_email_address
92ddb492-12f1-46f8-994b-f374fa933c56;EBAY;owner_email_address
66f78f42-8947-4721-8ae1-3c160c2d2f3c;EBAY;listing_status
e2b7f32d-33ca-4ef4-97c1-909b3d096785;AMAZON;listing_status
e2b7f32d-33ca-4ef4-97c1-909b3d096785;AMAZON;owner_email_address
da2fd31b-4af1-48be-9322-c9f25f9c9262;EBAY;listing_status
15d9dfc2-4c5d-40f7-ab85-aa0c331ba457;AMAZON;listing_status
ee339394-4033-47eb-a6dc-49898d38373a;AMAZON;owner_email_address
53d2967a-3648-4be1-8f91-37e728aba481;EBAY;owner_email_address
1718bb30-fbb9-4c9b-b20b-d15096e16e26;AMAZON;listing_status
ff005847-fff8-4bfd-89c3-53b3b86d1a52;AMAZON;listing_price
ff005847-fff8-4bfd-89c3-53b3b86d1a52;AMAZON;listing_status
c69f975e-008b-4874-be11-a405ce5eac9c;AMAZON;owner_email_address
70a4d785-651f-44cb-bdc1-bd38ed4df4a1;EBAY;listing_status
82460d10-829d-481a-b5c5-326ee97dbf57;EBAY;listing_status
82460d10-829d-481a-b5c5-326ee97dbf57;EBAY;owner_email_address
e7df40be-f0c2-45ea-9ae9-b69912777e81;EBAY;owner_email_address
eb0bde02-fc94-44e9-b720-f2fd51661d9f;EBAY;owner_email_address
9c821452-8bab-44bc-8bac-d1ebd50b3f1c;AMAZON;listing_price
f99e0425-27eb-4b6d-894a-9cfe6acd30c6;AMAZON;listing_status
9cafe051-515b-4103-8286-8c4ebce5a77a;AMAZON;listing_status
62efeaee-69f7-4987-b2c0-4b65b4d1631a;AMAZON;owner_email_address
6106919d-b7a4-4a7e-944b-01d7427b7fb8;AMAZON;listing_price
6c01691f-eba9-4054-a233-0c42755b1eb6;EBAY;listing_price
6c01691f-eba9-4054-a233-0c42755b1eb6;EBAY;listing_status
da18656f-c66c-4bb0-af01-c664570ed3a3;EBAY;owner_email_address
a3f6278a-a7c1-4d95-8593-e9c51419751a;EBAY;listing_status
62adfdea-22fd-403c-bf05-ec890c3f8084;EBAY;listing_status
4e547a2b-47d2-48ef-8924-fe76c262dd0c;AMAZON;listing_status
28eca16d-dca9-44fa-9add-dbd072dd4059;AMAZON;listing_status
93fbf3a0-399d-4f5a-9d31-dbdfda1f5cbb;AMAZON;listing_status
886b4be5-3276-42dc-8cc1-98c3f15b3be7;AMAZON;listing_status
886b4be5-3276-42dc-8cc1-98c3f15b3be7;AMAZON;owner_email_address
e9930321-f1b3-4676-94b6-40d6e6c09822;EBAY;listing_status
e9930321-f1b3-4676-94b6-40d6e6c09822;EBAY;owner_email_address
4afcf7ca-87e0-4a5c-ac52-0efac0f97766;AMAZON;listing_status
4c718712-3e28-4cf5-aa1e-b7766b94adee;AMAZON;listing_status
25d96b1f-ccf1-40f6-8ca8-583b175b84ad;AMAZON;owner_email_address
5f39dae8-bb2c-410b-b307-70d31ae01d38;AMAZON;listing_price
de45b160-6b50-4106-8ddb-d43df390a36a;AMAZON;listing_price
de45b160-6b50-4106-8ddb-d43df390a36a;AMAZON;listing_status
4d5bcf9c-45fb-45de-9936-cd11e266665e;EBAY;owner_email_address
589a594d-1a30-42ee-89dc-6a905c1d9722;AMAZON;listing_status
926a5098-7fd8-4ae5-b295-252b23588ef7;AMAZON;listing_price
926a5098-7fd8-4ae5-b295-252b23588ef7;AMAZON;owner_email_address
5ef929f8-535f-4784-8838-6f0321516224;EBAY;owner_email_address
aa8973a5-a065-4d95-9dff-ee584ae6a74a;EBAY;owner_email_address
433e39ad-8f84-4cfd-a6da-95c653910bf9;EBAY;listing_status
433e39ad-8f84-4cfd-a6da-95c653910bf9;EBAY;owner_email_address
5b8c6953-4add-4550-8f95-286f1b617435;EBAY;listing_price
fd8f08de-f015-4226-95c0-030e109d8c67;EBAY;owner_email_address
6d648b0a-437b-4287-b408-09995f2078ba;EBAY;listing_status
1929afd4-3b00-4c96-9b80-0d13cff009f3;AMAZON;owner_email_address
7b5223a2-f861-4621-976e-ea1a53b33f52;EBAY;listing_price
05e14a2e-be1a-4ac9-bbb3-8ad24fb4f7e5;AMAZON;listing_status
05e14a2e-be1a-4ac9-bbb3-8ad24fb4f7e5;AMAZON;owner_email_address
31d4869f-eab8-44ee-8976-937f20ad8bce;EBAY;listing_status
9e2cf3cd-8942-47a8-806c-37dbb0047a76;EBAY;listing_status
ef59ea79-6f07-4f88-80cb-f3ba9f13bb40;AMAZON;owner_email_address
9143a2a5-d7fb-46c0-97c7-7f580a0cb3c1;AMAZON;owner_email_address
bef31785-3e28-4345-bb7b-0f4003b32eba;AMAZON;owner_email_address
cdaa3d61-7ebb-4d93-8cd8-a0c2dd0e38e9;EBAY;listing_status
f047dbdf-06f9-4ea9-a17a-8b626eada2ae;EBAY;listing_price
7d6502e1-ee83-4e84-9512-ee7a170efa27;AMAZON;listing_status
f8c4b5d4-1aaa-4f26-83c7-54353f3e92eb;EBAY;listing_status
f8c4b5d4-1aaa-4f26-83c7-54353f3e92eb;EBAY;owner_email_address
fca0f675-4da5-4a31-a429-e14fa18cc66d;EBAY;listing_price
1cb883a5-9d00-4f91-8788-b56413f7d738;AMAZON;listing_status
ee5f216e-e877-42bb-a350-da47d67e7738;EBAY;owner_email_address
06f7d5dc-3574-4242-8e49-54273ab4aea4;EBAY;listing_status
06f7d5dc-3574-4242-8e49-54273ab4aea4;EBAY;owner_email_address
ea3a6d97-ba26-4d37-affb-0844828de3b6;AMAZON;listing_status
ea3a6d97-ba26-4d37-affb-0844828de3b6;AMAZON;owner_email_address
b3e0179e-9355-4730-89be-ac919f9ad0e2;EBAY;listing_status
dfa630d0-9073-47e9-a18d-a273403bc052;AMAZON;owner_email_address
b8cf0984-182b-4f41-acfb-113869c0846d;AMAZON;listing_status
efdd4d78-285e-42c6-a9b2-6684c1586b0e;AMAZON;listing_price
90e8765c-592f-4483-98df-b1da44c25c08;EBAY;owner_email_address
a4ff8042-1e49-4b53-a930-f14f3dc7e013;AMAZON;listing_status
f6e301b9-db7f-41c4-a164-ec865b0a46d6;EBAY;listing_status
8e113a47-3620-4cab-9c7e-7abf144590b7;AMAZON;listing_status
2f308e8e-16b8-4547-b6c6-484e56898ab2;AMAZON;owner_email_address
ed0a0cd5-d2a5-4630-8ea9-bd544a789151;EBAY;owner_email_address
d13d9b91-9534-405b-a78e-e664fa0cec45;EBAY;listing_status
0709553d-2c46-412a-8223-8a8564dc8b15;AMAZON;listing_status
0709553d-2c46-412a-8223-8a8564dc8b15;AMAZON;owner_email_address
b0d5fae5-3565-43ca-8f03-17b79dd4f753;AMAZON;listing_status
4cc828c6-8539-4f3e-b704-214ab3341334;AMAZON;listing_status
315b9562-2a09-4b3e-b8dd-04ee2ae227aa;AMAZON;listing_price
8428a2e4-8367-4a00-9e57-180193ed06e6;AMAZON;listing_status
b9feabba-7899-4528-8104-a9b4c4646545;EBAY;listing_status
c241a6aa-7c41-4081-bf60-32e144744619;AMAZON;listing_status
cac95104-139d-429a-998a-b39100b489ba;AMAZON;owner_email_address
ad88550a-6a7d-4fc2-a0c7-994c01d6efd6;AMAZON;listing_status
ad88550a-6a7d-4fc2-a0c7-994c01d6efd6;AMAZON;owner_email_address
3ac2e3f4-8411-4169-baab-b7e05161ccd0;AMAZON;listing_status
3ac2e3f4-8411-4169-baab-b7e05161ccd0;AMAZON;owner_email_address
4f649819-53a6-486c-88f2-4d626ebd40b3;AMAZON;listing_price
3fd3d4cd-41c4-457f-9ca4-739cbd80b0bb;AMAZON;owner_email_address
51b70800-0bc3-4583-baf2-26620aceea58;EBAY;listing_status
8016befc-19cb-48f5-a0b6-1fdc0533f8bb;EBAY;listing_price
680d31ae-21d5-497a-aed6-283324432258;AMAZON;listing_status
ce9a956e-a87f-4a96-82db-bf9c410c5e03;EBAY;listing_price
a2e1df74-c0cc-4cc2-b96d-0f00eda542d5;EBAY;listing_status
a2e1df74-c0cc-4cc2-b96d-0f00eda542d5;EBAY;owner_email_address
23002be9-3aef-40bf-af07-b5bfeaf52dd9;AMAZON;listing_status
67a1757b-5312-4f2e-8a46-1715398cc086;AMAZON;listing_status
9068ebc4-3c57-4fd5-9f14-cb7bba4697a4;EBAY;owner_email_address
46aee177-86d9-4979-a977-4b13bf452785;AMAZON;listing_status
b3ecc48f-3fe1-4467-9e98-2e20311a0586;EBAY;listing_status
a5e71db8-b11b-429b-a845-4127c8121bf4;EBAY;listing_status
af157e85-5904-48e2-a607-0fa55becd187;EBAY;listing_price
af157e85-5904-48e2-a607-0fa55becd187;EBAY;listing_status
3849550d-42dd-4723-beb0-c5505d442264;AMAZON;owner_email_address
01d77ad6-8187-49f6-b431-83bf634d3d97;AMAZON;listing_status
ced90ea2-b7c3-43a6-bbe8-10c013824d12;AMAZON;listing_status
ccd8990b-3e62-4902-8701-f77b8e79744a;EBAY;listing_price
cfa09f74-7701-425d-8151-87b5439c3884;AMAZON;listing_status
6b1380cc-1e75-4aec-818d-57b7c0e371e5;EBAY;owner_email_address
4b3ecb59-469b-4edd-8bff-dea6a954f3c6;EBAY;listing_status
2caee968-ee74-4886-bb08-4f80abf3a497;EBAY;listing_status
676917b3-3c69-4d72-a1a9-58f6c74ba8b7;EBAY;owner_email_address
edc90c73-50ef-4204-b500-a32b3eadafa7;AMAZON;listing_status
161fab9f-fedb-420b-8c2b-5b8d152abeea;EBAY;listing_status
81fe4690-50bc-4174-a5ab-55919f60a8fd;EBAY;listing_price
81fe4690-50bc-4174-a5ab-55919f60a8fd;EBAY;listing_status
80f12a61-abcf-4065-9af2-b16dc3020d84;AMAZON;listing_status
708f8c57-478d-46d2-9c60-4e5f4f39f4df;AMAZON;listing_status
708f8c57-478d-46d2-9c60-4e5f4f39f4df;AMAZON;owner_email_address
a46bb690-0e3d-4c9b-af30-80661ec26ad0;EBAY;owner_email_address
3ec0a330-68bb-4515-8836-1c90d34f40f5;EBAY;listing_status
70af6ec8-c567-4b9c-924d-871ae1e5c8c9;AMAZON;owner_email_address
266c26ff-0afe-43dc-a22b-c2488d925546;EBAY;listing_status
33bd91b8-5ead-4e1d-957c-acdac28501f7;EBAY;owner_email_address
ba85a79c-84fb-421b-ad91-66f04c661e97;EBAY;listing_status
ba85a79c-84fb-421b-ad91-66f04c661e97;EBAY;owner_email_address
378abdeb-e5a2-42a4-b363-4d687082794a;EBAY;listing_status
038b374f-3ace-423b-9219-666072e012c2;AMAZON;listing_status
640c790a-e81e-4b4e-8d06-6353fc5b6207;AMAZON;listing_status
640c790a-e81e-4b4e-8d06-6353fc5b6207;AMAZON;owner_email_address
122d8270-6ee7-4fa1-b24e-184c1d05843f;AMAZON;owner_email_address
2ac93e70-7436-494a-840e-6a20a612e933;EBAY;listing_price
9dcb43c7-e9f5-487f-83ba-2610b842e3e4;EBAY;owner_email_address
f20285d5-7a5b-426c-8371-d44261f170a0;EBAY;owner_email_address
7148fb2a-65db-446b-8c69-27d3fec00d7a;EBAY;listing_price
7148fb2a-65db-446b-8c69-27d3fec00d7a;EBAY;listing_status
a6fdf5e6-874f-400f-bc3e-b21b5962d903;AMAZON;owner_email_address
fedffc57-44cc-4802-9db6-eed642a1c85b;EBAY;owner_email_address
6eb69a3a-c845-48f9-b918-e1711834f855;EBAY;listing_status
7d4f6e42-9df1-4260-99e9-22112bf612c5;AMAZON;listing_status
d8c9e756-c453-4611-99b3-1f99c22d29c7;EBAY;owner_email_address
90557ddb-05bc-4d90-8233-684becb13200;EBAY;listing_status
aaff0ad9-8511-4952-ac58-df2a850d90c9;AMAZON;owner_email_address
947f2887-4be2-4822-843e-1f8a4312c9ff;EBAY;owner_email_address
74b8331b-1f56-4032-a71f-a78af274ec40;AMAZON;owner_email_address
361923f4-6a04-4f8e-9e8b-d1d5bbfa49d3;EBAY;listing_status
0646e0c2-65ac-4fb8-b153-cda859aaa8ed;EBAY;listing_status
d83accca-5c2d-4fef-ac98-688fde64b9dc;EBAY;listing_status
74d0f8c3-28c9-47f5-9f02-16e965e46661;AMAZON;listing_price
74d0f8c3-28c9-47f5-9f02-16e965e46661;AMAZON;owner_email_address
954a24a5-10b2-4197-bf30-59f772cafc0f;AMAZON;listing_status
afdb7b3a-0f9d-4f45-ad50-dad0294e8d76;AMAZON;listing_status
afdb7b3a-0f9d-4f45-ad50-dad0294e8d76;AMAZON;owner_email_address
46c1f141-65fe-407e-ae1b-7d7f0e54e198;AMAZON;listing_status
46c1f141-65fe-407e-ae1b-7d7f0e54e198;AMAZON;owner_email_address
6a1a8315-2480-43ec-a3a8-9b6ac95be943;AMAZON;owner_email_address
79b3548c-2300-452c-a6b0-54d98a2a07fe;EBAY;owner_email_address
c79a59d8-5ce4-46ca-bf7d-3f375a41a22b;EBAY;owner_email_address
9545bdb0-af38-4764-91a1-ed72806ede08;AMAZON;owner_email_address
0a0fe405-59ab-472e-8734-767eec050476;EBAY;listing_price
0a0fe405-59ab-472e-8734-767eec050476;EBAY;owner_email_address
22720799-4ba2-4c77-857e-c65d6df35623;EBAY;listing_status
e8e7e6ad-f366-4c18-bc56-b534901ecee2;EBAY;owner_email_address
82d808bf-ff17-4f89-a0b1-f24c15bf4494;EBAY;owner_email_address
e40503fd-c991-4475-9caf-c5c39581a0fc;AMAZON;listing_status
32e3fbad-5f35-470d-874f-d4a390979558;EBAY;listing_status
32e3fbad-5f35-470d-874f-d4a390979558;EBAY;owner_email_address
c013736e-3702-4826-973b-29ec550b70e0;AMAZON;listing_price
e80ce003-36eb-4df3-b45d-83f06d9cc6ad;AMAZON;listing_price
e80ce003-36eb-4df3-b45d-83f06d9cc6ad;AMAZON;listing_status
41af1513-3731-41b8-81a3-4d757a828aa6;AMAZON;listing_price
41af1513-3731-41b8-81a3-4d757a828aa6;AMAZON;owner_email_address
67aecf6e-9996-44b7-b3d0-2e740bbe5ab3;EBAY;listing_status
9f48a731-d45b-49ea-b8fc-fbee1a7c3676;EBAY;listing_status
9f48a731-d45b-49ea-b8fc-fbee1a7c3676;EBAY;owner_email_address
66f850bf-1425-488e-8190-8f75aa9b2003;EBAY;owner_email_address
2a201e38-ab24-4bbd-b612-b1ad67242822;EBAY;listing_status
81ea7b13-6b7f-4285-ae22-615489c44f52;EBAY;listing_price
81ea7b13-6b7f-4285-ae22-615489c44f52;EBAY;listing_status
10e04423-86d5-4925-a1dc-0403de596c02;AMAZON;listing_status
10e04423-86d5-4925-a1dc-0403de596c02;AMAZON;owner_email_address
e54e0861-9668-4103-a96a-1fe4225f27ae;EBAY;owner_email_address
11c0ce9a-f6e1-46e0-9cdd-df7a9390546d;EBAY;listing_status
14835c18-de10-4ed6-b670-63cb192e8196;AMAZON;listing_status
a82e82c8-d9df-4b01-8330-c5d5b1358f65;AMAZON;listing_price
252f7e46-919a-449b-81f4-a96fb799d4d4;AMAZON;owner_email_address
ec9c382a-f2d7-4ef9-b05c-b1c7cc2ba38a;AMAZON;listing_status
ec9c382a-f2d7-4ef9-b05c-b1c7cc2ba38a;AMAZON;owner_email_address
c7aa6074-9f4d-4b31-a0ee-1b28dc467e26;EBAY;listing_price
81a4ce95-0f9f-48ff-a80c-05c98d3155c9;EBAY;owner_email_address
c5c32faa-a535-4313-9adb-fc15d51ef9d4;AMAZON;owner_email_address
8540b7a0-d92e-4012-b64e-0ba57275ad79;EBAY;owner_email_address
d92a709a-d04a-409b-98df-cc1723de2c0a;EBAY;listing_status
d9abd63a-72ac-47a3-be05-32f044b4b4ad;AMAZON;listing_price
ce0b445e-1dc9-45ae-8ee4-628f0ab8af81;EBAY;listing_status
ce0b445e-1dc9-45ae-8ee4-628f0ab8af81;EBAY;owner_email_address
bd13ee2d-9998-48ff-8de4-a3fe12160969;AMAZON;listing_status
d9bccd0c-205e-493e-bbfb-87321a3f01e2;AMAZON;owner_email_address
3fd426fa-76da-4d17-9312-06d66254690c;AMAZON;listing_status
3fd426fa-76da-4d17-9312-06d66254690c;AMAZON;owner_email_address
f9d7aa17-4171-4c36-a094-f0a8c1ecd178;AMAZON;listing_status
6adb4a41-904a-4dac-ae50-1baf9b9e813f;AMAZON;owner_email_address
40112173-3ef2-46ed-a2cf-0e3c2edd9b2a;EBAY;listing_status
fb67ac7b-d976-49b5-b64a-13934d8bdfe5;EBAY;listing_price
01623a71-a621-4b07-aa4e-89e16ebe5cb2;AMAZON;listing_status
01623a71-a621-4b07-aa4e-89e16ebe5cb2;AMAZON;owner_email_address
14e8bcb7-1085-4219-baf6-2030551c779f;EBAY;owner_email_address
84af591b-3e3b-4b04-bad0-9cf7424a5404;EBAY;listing_status
b0f68c9c-b070-4f9e-a1ac-e7bf044b95e6;AMAZON;listing_price
b0f68c9c-b070-4f9e-a1ac-e7bf044b95e6;AMAZON;listing_status
59b669fe-6b6d-4477-ad96-8255dff5f17e;AMAZON;listing_status
5f1d487f-e9e4-4e84-931b-32ea692be72d;EBAY;owner_email_address
105207c5-606f-421a-9e33-5a1d90f1d58d;AMAZON;owner_email_address
d0e9dfcc-0fc3-451f-be54-d2ea58afd298;AMAZON;listing_price
d0e9dfcc-0fc3-451f-be54-d2ea58afd298;AMAZON;owner_email_address
6e3811a5-fe2b-4aec-b063-8571f666e13a;EBAY;listing_status
7828d957-f992-464e-9043-6dfd099f9704;AMAZON;listing_status
7c70614e-6639-4a6a-8807-3ad332eb6c83;EBAY;listing_status
de05e008-e91a-47f1-b8a6-d55d472e5a82;AMAZON;listing_status
ed261765-259e-4ddb-abb9-2170a92bcf4d;AMAZON;listing_status
c19b254d-b885-4f64-b175-3f5dca9d332d;AMAZON;listing_status
